IOCValue,IOCType,ThreatName,MalwareFamily,ThreatActor,Campaign,SourceOrganization,SourceArticleTitle,SourceURL,ArticlePublishedDate,ArticleUpdatedDate,IOCFirstSeen,IOCLastSeen,DateCollected,Confidence,Severity,FreshnessScore,HuntingValue,OverallScore,RecommendedLookbackDays,RequestedLookbackDays,AvailableLookbackDays,EffectiveLookbackDays,MITRETechnique,Notes,SharedInfrastructure,SourceCount,ChangeStatus,Sources
avax.rpcuniverse.com,domain,Kimwolf v7: An Evolution of the Kimwolf Botnet,,,,Palo Alto Networks Unit 42,Kimwolf v7: An Evolution of the Kimwolf Botnet,https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/,2026-08-11T10:00:16Z,2026-08-19T12:03:26Z,,,2026-09-20T13:00:00.081404Z,68,6,8,66,54,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Kimwolf v7: An Evolution of the Kimwolf Botnet"", ""url"": ""https://unit42.paloaltonetworks.com/kimwolf-v7-botnet-malware/"", ""published_at"": ""2026-08-11T10:00:16Z"", ""updated_at"": ""2026-08-19T12:03:26Z"", ""reliability"": 0.92}]"
babyvein.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
badgewing.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bagcare.space,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
baidu-pan.com.cn,domain,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,71,6,12,66,59,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
basesfile.com,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
basinpleasure.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
basketballyear.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
baskethumor.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bedroomdesire.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
beliefpicture.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bellplayground.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bikesdonkey.info,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
birthdaymagic.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
boardmagic.info,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
boatthought.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
boundarychickens.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
boytank.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
branchmorning.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
breathdoctor.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bsc-testnet-rpc.publicnode.com,domain,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",,,,Cisco Talos,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",https://blog.talosintelligence.com/clearfake-webdav-infection-chain/,2026-09-08T10:01:07Z,2026-09-10T09:03:00Z,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager"", ""url"": ""https://blog.talosintelligence.com/clearfake-webdav-infection-chain/"", ""published_at"": ""2026-09-08T10:01:07Z"", ""updated_at"": ""2026-09-10T09:03:00Z"", ""reliability"": 0.92}]"
bsc.rpc.blxrbdn.com,domain,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",,,,Cisco Talos,"ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager",https://blog.talosintelligence.com/clearfake-webdav-infection-chain/,2026-09-08T10:01:07Z,2026-09-10T09:03:00Z,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Cisco Talos"", ""article_title"": ""ClearFake WebDAV infection chain delivers Amatera stealer, ZigCryptoStealer, and NetSupport Manager"", ""url"": ""https://blog.talosintelligence.com/clearfake-webdav-infection-chain/"", ""published_at"": ""2026-09-08T10:01:07Z"", ""updated_at"": ""2026-09-10T09:03:00Z"", ""reliability"": 0.92}]"
bubbleslip.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
bxfh.tzcdq.cn,domain,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,71,6,12,66,59,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
cabbagemeasure.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
cablecanvas.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
calibre-ebook.com.cn,domain,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,,,,Microsoft Threat Intelligence,Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/,2026-09-01T22:48:28Z,2026-09-01T22:48:42Z,,,2026-09-20T13:00:00.081404Z,71,6,12,66,59,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""Counterfeit installers to system compromise: Tracking a deceptive software download campaign | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/01/counterfeit-installers-system-compromise-tracking-deceptive-software-download-campaign/"", ""published_at"": ""2026-09-01T22:48:28Z"", ""updated_at"": ""2026-09-01T22:48:42Z"", ""reliability"": 0.96}]"
cardgrape.xyz,domain,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,,,,Palo Alto Networks Unit 42,Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure,https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/,2026-09-09T10:00:55Z,,,,2026-09-20T13:00:00.081404Z,68,6,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Palo Alto Networks Unit 42"", ""article_title"": ""Untracked Nightmares: The Threats Hiding Behind Commodity Infrastructure"", ""url"": ""https://unit42.paloaltonetworks.com/ppi-network-malware-campaign-analysis/"", ""published_at"": ""2026-09-09T10:00:55Z"", ""updated_at"": null, ""reliability"": 0.92}]"
catalystboostfunding.com,domain,ASCII smuggling crosses over from AI prompt injection to phishing evasion | Microsoft Security Blog,,,,Microsoft Threat Intelligence,ASCII smuggling crosses over from AI prompt injection to phishing evasion | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2026/09/03/ascii-smuggling-crosses-over-from-ai-prompt-injection-to-phishing-evasion/,2026-09-03T16:00:00Z,2026-09-03T17:51:06Z,,,2026-09-20T13:00:00.081404Z,71,5,12,66,58,60,60,30,30,,,False,1,NEW,"[{""organization"": ""Microsoft Threat Intelligence"", ""article_title"": ""ASCII smuggling crosses over from AI prompt injection to phishing evasion | Microsoft Security Blog"", ""url"": ""https://www.microsoft.com/en-us/security/blog/2026/09/03/ascii-smuggling-crosses-over-from-ai-prompt-injection-to-phishing-evasion/"", ""published_at"": ""2026-09-03T16:00:00Z"", ""updated_at"": ""2026-09-03T17:51:06Z"", ""reliability"": 0.96}]"
